Total,Delayed,Cancelled,Problematic,PathName
2186,662,54,716,DFW->RNO
352,92,6,98,DFW->ROC
1922,426,22,448,DFW->ROW
1836,428,24,452,DFW->RSW
7052,2024,144,2168,DFW->SAN
10828,2470,302,2772,DFW->SAT
1590,382,18,400,DFW->SAV
730,246,10,256,DFW->SBA
2772,582,60,642,DFW->SDF
7830,2474,110,2584,DFW->SEA
6972,2308,218,2526,DFW->SFO
6462,1386,208,1594,DFW->SGF
7158,1632,290,1922,DFW->SHV
4500,1080,92,1172,DFW->SJC
2630,582,40,622,DFW->SJT
1970,696,14,710,DFW->SJU
6286,1536,102,1638,DFW->SLC
2692,782,48,830,DFW->SMF
7338,1876,140,2016,DFW->SNA
3662,650,136,786,DFW->SPS
7196,1596,236,1832,DFW->STL
356,90,4,94,DFW->SYR
5606,1268,132,1400,DFW->TPA
6512,1820,136,1956,DFW->TUL
5354,1450,132,1582,DFW->TUS
2494,470,94,564,DFW->TXK
3170,532,88,620,DFW->TYR
3010,758,46,804,DFW->TYS
3924,746,88,834,DFW->VPS
5560,1372,190,1562,DFW->XNA
2794,626,38,664,DHN->ATL
232,110,10,120,DLG->ANC
1442,176,42,218,DLH->DTW
2584,320,44,364,DLH->MSP
2,2,0,2,DRO->ABQ
4950,644,112,756,DRO->DEN
1624,162,50,212,DRO->PHX
772,58,20,78,DRO->SLC
2230,496,38,534,DSM->ATL
278,30,0,30,DSM->CLE
1964,194,26,220,DSM->CVG
2,2,0,2,DSM->CWA
544,48,12,60,DSM->DCA
3408,758,52,810,DSM->DEN
4274,860,120,980,DSM->DFW
1912,304,72,376,DSM->DTW
4,0,0,0,DSM->GJT
1376,268,26,294,DSM->IAH
350,46,0,46,DSM->LAX
1414,388,90,478,DSM->LGA
2,0,0,0,DSM->LNK
1502,228,38,266,DSM->MEM
1444,180,24,204,DSM->MKE
2024,380,62,442,DSM->MSP
9050,2380,538,2918,DSM->ORD
2,2,0,2,DSM->ORF
1498,182,20,202,DSM->PHX
2,0,0,0,DSM->RFD
6,4,0,4,DSM->SLC
1994,342,48,390,DTW->ABE
2026,474,12,486,DTW->ALB
192,102,0,102,DTW->ANC
11224,2814,100,2914,DTW->ATL
2042,304,52,356,DTW->ATW
1536,276,22,298,DTW->AVL
1444,214,32,246,DTW->AVP
2352,470,118,588,DTW->AZO
3130,726,20,746,DTW->BDL
1456,234,46,280,DTW->BGM
1602,276,28,304,DTW->BGR
1774,336,36,372,DTW->BHM
5424,1192,22,1214,DTW->BNA
4754,1512,84,1596,DTW->BOS
1652,284,32,316,DTW->BTV
3016,708,48,756,DTW->BUF
6202,1360,40,1400,DTW->BWI
38,18,0,18,DTW->BZN
1426,280,36,316,DTW->CAE
2088,338,86,424,DTW->CAK
146,24,2,26,DTW->CHA
1522,272,20,292,DTW->CHS
1896,346,50,396,DTW->CID
2364,486,48,534,DTW->CLE
5406,1404,60,1464,DTW->CLT
3788,850,72,922,DTW->CMH
416,40,2,42,DTW->CRW
6198,1302,150,1452,DTW->CVG
1098,178,16,194,DTW->CWA
2644,400,34,434,DTW->DAY
5972,1310,52,1362,DTW->DCA
5838,1562,36,1598,DTW->DEN
5598,1486,96,1582,DTW->DFW
1444,204,22,226,DTW->DLH
1954,322,60,382,DTW->DSM
2672,424,50,474,DTW->ELM
2796,488,112,600,DTW->ERI
2684,388,78,466,DTW->EVV
8748,3414,458,3872,DTW->EWR
2642,902,4,906,DTW->FLL
3038,652,40,692,DTW->FNT
2404,432,54,486,DTW->FWA
2490,608,24,632,DTW->GRB
5054,1140,48,1188,DTW->GRR
2490,446,42,488,DTW->GSO
2478,458,48,506,DTW->GSP
1332,260,34,294,DTW->HPN
1396,226,22,248,DTW->HSV
3416,886,112,998,DTW->IAD
5480,1212,66,1278,DTW->IAH
484,118,4,122,DTW->ICT
5210,1246,32,1278,DTW->IND
266,40,16,56,DTW->ITH
1364,258,30,288,DTW->JAN
1014,386,0,386,DTW->JAX
3508,1116,118,1234,DTW->JFK
3284,706,32,738,DTW->LAN
4076,1118,26,1144,DTW->LAS
3216,1314,2,1316,DTW->LAX
3316,540,90,630,DTW->LEX
9188,3442,238,3680,DTW->LGA
724,136,16,152,DTW->LIT
640,102,28,130,DTW->LNK
2936,532,56,588,DTW->MBS
2876,772,4,776,DTW->MCI
6962,1826,18,1844,DTW->MCO
1086,216,10,226,DTW->MDT
6358,1298,82,1380,DTW->MDW
5124,1256,8,1264,DTW->MEM
1688,430,24,454,DTW->MHT
2454,742,14,756,DTW->MIA
3484,822,44,866,DTW->MKE
1490,270,20,290,DTW->MLI
3206,682,42,724,DTW->MSN
9894,2566,26,2592,DTW->MSP
136,50,0,50,DTW->MSY
574,122,4,126,DTW->MYR
1244,286,14,300,DTW->OKC
2648,522,58,580,DTW->OMA
15106,4312,538,4850,DTW->ORD
1936,598,18,616,DTW->ORF
944,254,2,256,DTW->PBI
500,112,2,114,DTW->PDX
5582,1618,104,1722,DTW->PHL
5856,1588,18,1606,DTW->PHX
1402,240,42,282,DTW->PIA
3116,680,20,700,DTW->PIT
526,78,24,102,DTW->PLN
2210,580,20,600,DTW->PVD
132,30,0,30,DTW->PWM
2736,748,4,752,DTW->RDU
1400,294,18,312,DTW->RIC
1496,330,44,374,DTW->ROA
1728,426,48,474,DTW->ROC
210,54,8,62,DTW->RST
2288,768,2,770,DTW->RSW
1166,414,2,416,DTW->SAN
1194,404,0,404,DTW->SAT
1016,180,10,190,DTW->SAV
3276,596,68,664,DTW->SBN
1000,186,34,220,DTW->SCE
2164,474,26,500,DTW->SDF
2344,806,14,820,DTW->SEA
2470,932,2,934,DTW->SFO
726,110,30,140,DTW->SGF
720,136,42,178,DTW->SHV
310,140,0,140,DTW->SJU
1144,266,6,272,DTW->SLC
438,170,0,170,DTW->SRQ
5032,1160,34,1194,DTW->STL
32,24,0,24,DTW->STT
1448,278,26,304,DTW->SWF
2030,500,24,524,DTW->SYR
2904,878,4,882,DTW->TPA
1452,310,16,326,DTW->TUL
2418,454,48,502,DTW->TVC
3576,700,28,728,DTW->TYS
724,120,10,130,DTW->XNA
218,54,4,58,EGE->ATL
26,12,0,12,EGE->CLT
60,16,0,16,EGE->CVG
3348,592,172,764,EGE->DEN
914,246,28,274,EGE->DFW
414,160,4,164,EGE->EWR
248,86,4,90,EGE->IAH
26,12,0,12,EGE->JFK
222,86,6,92,EGE->LAX
32,14,0,14,EGE->LGA
86,22,2,24,EGE->MIA
224,78,4,82,EGE->MSP
394,126,10,136,EGE->ORD
3154,280,56,336,EKO->SLC
6,0,0,0,EKO->TWF
2672,350,58,408,ELM->DTW
1584,138,2,140,ELP->ABQ
1150,152,12,164,ELP->ATL
2688,382,2,384,ELP->AUS
4580,582,16,598,ELP->DAL
2120,248,6,254,ELP->DEN
5802,774,176,950,ELP->DFW
2066,314,40,354,ELP->HOU
2272,230,22,252,ELP->IAH
2112,294,6,300,ELP->LAS
2150,368,2,370,ELP->LAX
724,178,0,178,ELP->LBB
762,106,2,108,ELP->ONT
1340,300,50,350,ELP->ORD
8272,1528,48,1576,ELP->PHX
732,102,0,102,ELP->SAN
2688,338,2,340,ELP->SAT
242,8,2,10,ELP->SLC
178,22,2,24,ELP->TUS
2796,392,122,514,ERI->DTW
2,2,0,2,ERI->PIT
1452,150,10,160,EUG->DEN
2,0,0,0,EUG->FAT
324,30,2,32,EUG->LAS
610,100,2,102,EUG->LAX
2,0,0,0,EUG->MFR
3102,154,44,198,EUG->PDX
744,34,20,54,EUG->PHX
2,0,0,0,EUG->RDM
3838,998,104,1102,EUG->SFO
1422,128,4,132,EUG->SLC
2302,432,50,482,EVV->ATL
272,14,2,16,EVV->CVG
732,156,22,178,EVV->DFW
2684,260,108,368,EVV->DTW
1808,222,66,288,EVV->MEM
3888,856,250,1106,EVV->ORD
2,0,0,0,EVV->STL
1582,344,28,372,EWN->ATL
332,198,4,202,EWR->ABQ
468,216,44,260,EWR->ACK
1238,460,56,516,EWR->ALB
16120,5240,444,5684,EWR->ATL
1878,602,18,620,EWR->AUS
1316,524,74,598,EWR->AVL
1586,488,84,572,EWR->BDL
1072,292,44,336,EWR->BGR
1362,472,46,518,EWR->BHM
3624,1126,166,1292,EWR->BNA
7740,2584,260,2844,EWR->BOS
732,392,2,394,EWR->BQN
1758,638,78,716,EWR->BTV
2962,1120,144,1264,EWR->BUF
1016,276,34,310,EWR->BWI
1368,376,120,496,EWR->CAE
2570,840,150,990,EWR->CHS
4206,1168,42,1210,EWR->CLE
11890,3302,450,3752,EWR->CLT
3306,958,212,1170,EWR->CMH
6190,1606,356,1962,EWR->CVG
622,112,12,124,EWR->DAB
1892,680,104,784,EWR->DAY
4538,1422,304,1726,EWR->DCA
4418,1458,54,1512,EWR->DEN
7458,2350,270,2620,EWR->DFW
8838,2434,460,2894,EWR->DTW
414,146,6,152,EWR->EGE
8864,2564,70,2634,EWR->FLL
2,0,0,0,EWR->GRB
1186,318,14,332,EWR->GRR
2184,820,142,962,EWR->GSO
2072,770,116,886,EWR->GSP
30,2,0,2,EWR->HDN
724,238,0,238,EWR->HNL
3578,1074,244,1318,EWR->IAD
7978,2568,74,2642,EWR->IAH
3444,1084,78,1162,EWR->IND
242,118,4,122,EWR->JAN
3192,936,60,996,EWR->JAX
4700,1546,32,1578,EWR->LAS
6478,2466,76,2542,EWR->LAX
778,352,28,380,EWR->LEX
2,0,2,2,EWR->LGA
646,338,20,358,EWR->LIT
3596,1248,198,1446,EWR->MCI
9956,3090,76,3166,EWR->MCO
558,180,34,214,EWR->MDW
2384,726,70,796,EWR->MEM
2662,888,142,1030,EWR->MHT
5746,1656,76,1732,EWR->MIA
5046,1710,306,2016,EWR->MKE
626,208,22,230,EWR->MSN
6206,1742,254,1996,EWR->MSP
2278,638,60,698,EWR->MSY
42,10,0,10,EWR->MTJ
468,134,4,138,EWR->MYR
720,328,16,344,EWR->OKC
2158,834,138,972,EWR->OMA
15010,5198,774,5972,EWR->ORD
758,258,60,318,EWR->ORF
5538,1708,48,1756,EWR->PBI
1374,402,6,408,EWR->PDX
38,8,0,8,EWR->PHL
5202,1654,54,1708,EWR->PHX
1354,344,48,392,EWR->PIT
32,2,0,2,EWR->PSE
2202,738,144,882,EWR->PVD
1480,522,92,614,EWR->PWM
4782,1688,286,1974,EWR->RDU
3152,1266,108,1374,EWR->RIC
1850,724,106,830,EWR->ROC
3746,804,46,850,EWR->RSW
2358,804,14,818,EWR->SAN
1898,572,28,600,EWR->SAT
2254,786,124,910,EWR->SAV
2104,676,68,744,EWR->SDF
4060,1512,34,1546,EWR->SEA
5554,1900,92,1992,EWR->SFO
400,214,4,218,EWR->SJC
3160,890,2,892,EWR->SJU
1624,518,14,532,EWR->SLC
1816,456,18,474,EWR->SNA
798,124,8,132,EWR->SRQ
3414,1030,250,1280,EWR->STL
464,96,0,96,EWR->STT
1986,804,76,880,EWR->SYR
5676,1450,56,1506,EWR->TPA
686,370,14,384,EWR->TUL
372,142,0,142,EWR->TUS
1320,462,20,482,EWR->TYS
1090,350,34,384,EWR->XNA
1948,630,32,662,EYW->ATL
70,4,0,4,EYW->MCO
5706,774,94,868,FAI->ANC
728,174,14,188,FAI->BRW
410,96,0,96,FAI->MSP
728,94,8,102,FAI->SCC
1912,356,16,372,FAI->SEA
160,6,4,10,FAI->SLC
2526,414,28,442,FAR->DEN
2,0,0,0,FAR->LAN
2,2,0,2,FAR->MCI
3486,542,52,594,FAR->MSP
2654,654,116,770,FAR->ORD
190,20,0,20,FAR->SLC
2,0,0,0,FAR->STL
2530,268,18,286,FAT->DEN
1460,206,36,242,FAT->DFW
4184,784,76,860,FAT->LAS
8044,894,96,990,FAT->LAX
870,60,4,64,FAT->LGB
4,4,0,4,FAT->MRY
2,0,0,0,FAT->OGD
478,18,0,18,FAT->ONT
3250,340,50,390,FAT->PHX
1162,88,6,94,FAT->SAN
4,4,0,4,FAT->SBA
4876,1308,50,1358,FAT->SFO
1690,196,6,202,FAT->SLC
2,0,0,0,FAT->TWF
4344,1054,64,1118,FAY->ATL
190,56,4,60,FAY->CLT
50,18,0,18,FCA->ATL
1336,156,22,178,FCA->DEN
4,0,0,0,FCA->IDA
420,52,4,56,FCA->MSP
208,88,0,88,FCA->ORD
24,14,0,14,FCA->SFO
3482,274,20,294,FCA->SLC
3742,440,204,644,FLG->PHX
120,16,6,22,FLL->ALB
15332,3104,46,3150,FLL->ATL
962,168,2,170,FLL->AUS
1090,310,10,320,FLL->BDL
1480,188,2,190,FLL->BNA
4946,1370,70,1440,FLL->BOS
1344,356,10,366,FLL->BUF
5408,908,16,924,FLL->BWI
16,4,2,6,FLL->CAK
1236,92,12,104,FLL->CLE
5894,702,28,730,FLL->CLT
1374,270,18,288,FLL->CVG
2678,364,14,378,FLL->DCA
1806,458,8,466,FLL->DEN
4596,948,84,1032,FLL->DFW
2640,524,8,532,FLL->DTW
8862,3076,74,3150,FLL->EWR
732,162,4,166,FLL->GPT
1444,262,18,280,FLL->HOU
2044,494,18,512,FLL->HPN
2352,562,8,570,FLL->IAD
3866,588,34,622,FLL->IAH
1156,214,16,230,FLL->IND
2184,370,8,378,FLL->ISP
3624,702,10,712,FLL->JAX
9398,2964,142,3106,FLL->JFK
1354,206,4,210,FLL->LAS
744,238,2,240,FLL->LAX
6298,2188,104,2292,FLL->LGA
664,154,2,156,FLL->LGB
120,32,0,32,FLL->MCI
4190,802,10,812,FLL->MCO
3244,552,34,586,FLL->MDW
960,198,0,198,FLL->MEM
490,102,0,102,FLL->MHT
2,0,2,2,FLL->MIA
86,8,6,14,FLL->MKE
950,286,6,292,FLL->MSP
1186,194,18,212,FLL->MSY
26,10,0,10,FLL->OAK
3162,910,48,958,FLL->ORD
618,112,0,112,FLL->PHF
5954,1510,34,1544,FLL->PHL
1244,234,8,242,FLL->PHX
1744,288,12,300,FLL->PIT
290,34,4,38,FLL->PNS
88,10,2,12,FLL->PSE
848,188,2,190,FLL->PVD
1390,244,8,252,FLL->RDU
732,134,2,136,FLL->RIC
228,18,0,18,FLL->ROC
1530,442,46,488,FLL->SJU
484,60,0,60,FLL->SLC
940,200,8,208,FLL->STL
952,256,12,268,FLL->SWF
656,156,8,164,FLL->SYR
524,22,10,32,FLL->TLH
6072,1060,24,1084,FLL->TPA
1230,224,28,252,FLO->ATL
6266,1280,80,1360,FNT->ATL
492,102,12,114,FNT->DFW
3044,318,50,368,FNT->DTW
180,38,0,38,FNT->LAS
786,164,34,198,FNT->LGA
910,184,2,186,FNT->MCO
1676,208,24,232,FNT->MKE
210,2,0,2,FNT->MKG
708,96,18,114,FNT->MSP
2528,630,112,742,FNT->ORD
298,82,0,82,FNT->RSW
400,100,2,102,FNT->TPA
270,96,8,104,FSD->ATL
1110,118,8,126,FSD->CVG
2858,622,48,670,FSD->DEN
2,2,0,2,FSD->GRB
2,0,0,0,FSD->MSN
3854,544,44,588,FSD->MSP
3540,948,122,1070,FSD->ORD
2,0,0,0,FSD->PIA
2,0,0,0,FSD->SDF
16,6,0,6,FSD->SLC
1266,214,16,230,FSM->ATL
3652,508,104,612,FSM->DFW
956,82,62,144,FSM->MEM
2058,512,34,546,FWA->ATL
1426,220,28,248,FWA->DFW
2404,336,78,414,FWA->DTW
482,60,14,74,FWA->MSP
5916,1526,442,1968,FWA->ORD
2,0,0,0,FWA->TVC
1390,462,22,484,GCC->DEN
118,36,10,46,GCC->RKS
584,68,0,68,GCC->SLC
2,0,0,0,GEG->BLI
2032,262,18,280,GEG->BOI
2872,434,20,454,GEG->DEN
1506,172,14,186,GEG->LAS
862,160,2,162,GEG->LAX
2,2,0,2,GEG->LGB
1652,250,10,260,GEG->MSP
1438,218,10,228,GEG->OAK
880,90,2,92,GEG->ONT
656,110,6,116,GEG->ORD
2628,404,34,438,GEG->PDX
1554,156,24,180,GEG->PHX
2,0,0,0,GEG->RDM
426,58,2,60,GEG->RNO
908,128,6,134,GEG->SAN
8744,1448,188,1636,GEG->SEA
3902,570,40,610,GEG->SLC
750,100,10,110,GEG->SMF
304,40,0,40,GEG->TUS
2742,364,48,412,GFK->MSP
1956,270,78,348,GGG->DFW
4,2,2,4,GJT->ASE
4926,706,72,778,GJT->DEN
1198,184,8,192,GJT->DFW
2,0,0,0,GJT->HDN
8,4,2,6,GJT->LAX
12,4,4,8,GJT->ORD
2074,282,56,338,GJT->PHX
2080,154,12,166,GJT->SLC
4128,684,88,772,GNV->ATL
6882,1404,146,1550,GPT->ATL
2314,460,64,524,GPT->DFW
732,150,8,158,GPT->FLL
3816,556,98,654,GPT->IAH
2176,238,28,266,GPT->MEM
430,138,10,148,GPT->ORD
732,102,6,108,GPT->TPA
186,28,4,32,GRB->ATL
894,142,18,160,GRB->CVG
2,2,0,2,GRB->DEN
2,2,0,2,GRB->DSM
2448,356,26,382,GRB->DTW
2,2,0,2,GRB->GTF
1548,218,38,256,GRB->MKE
646,220,40,260,GRB->MQT
2862,332,54,386,GRB->MSP
7268,1946,550,2496,GRB->ORD
2,2,0,2,GRB->SDF
1286,290,22,312,GRK->ATL
5130,916,210,1126,GRK->DFW
1050,190,36,226,GRK->IAH
2702,654,56,710,GRR->ATL
2294,416,44,460,GRR->CLE
2774,384,56,440,GRR->CVG
614,90,18,108,GRR->DCA
692,124,6,130,GRR->DEN
1590,362,34,396,GRR->DFW
5310,712,66,778,GRR->DTW
1164,402,26,428,GRR->EWR
1428,342,32,374,GRR->IAH
726,198,48,246,GRR->LGA
256,88,2,90,GRR->MCO
724,136,32,168,GRR->MEM
2488,412,46,458,GRR->MKE
46,0,0,0,GRR->MKG
3032,492,36,528,GRR->MSP
7392,1772,440,2212,GRR->ORD
5696,1326,126,1452,GSO->ATL
264,40,6,46,GSO->BOS
296,34,4,38,GSO->CLE
1974,510,74,584,GSO->CLT
2194,306,28,334,GSO->CVG
2074,376,48,424,GSO->DFW
2490,352,56,408,GSO->DTW
2186,734,150,884,GSO->EWR
416,92,26,118,GSO->IAD
2070,426,42,468,GSO->IAH
2,2,0,2,GSO->JAX
1810,370,118,488,GSO->LGA
38,6,0,6,GSO->MCO
2086,278,48,326,GSO->MEM
1040,108,24,132,GSO->MIA
730,94,20,114,GSO->MSP
1740,472,140,612,GSO->ORD
4,2,0,2,GSO->ORF
6,6,0,6,GSO->RDU
4900,914,148,1062,GSP->ATL
1020,152,6,158,GSP->CLE
2,2,0,2,GSP->CLT
912,54,18,72,GSP->CVG
2872,454,48,502,GSP->DFW
2476,296,62,358,GSP->DTW
2080,582,122,704,GSP->EWR
1656,404,80,484,GSP->IAD
1900,334,34,368,GSP->IAH
1218,232,98,330,GSP->LGA
180,52,2,54,GSP->MCO
2178,314,56,370,GSP->MEM
2318,558,162,720,GSP->ORD
170,38,4,42,GST->JNU
2,2,0,2,GTF->BZN
1738,226,18,244,GTF->DEN
392,54,10,64,GTF->MSP
46,10,0,10,GTF->ORD
2102,96,10,106,GTF->SLC
1928,376,36,412,GTR->ATL
4,4,0,4,GUC->ATL
1662,340,68,408,GUC->DEN
222,78,16,94,GUC->DFW
4,2,2,4,GUC->ORD
26,12,2,14,GUC->SLC
214,76,0,76,HDN->ATL
2628,420,74,494,HDN->DEN
254,78,12,90,HDN->DFW
30,12,2,14,HDN->EWR
224,98,6,104,HDN->IAH
26,4,2,6,HDN->JFK
30,6,0,6,HDN->LGA
224,54,4,58,HDN->MSP
410,212,28,240,HDN->ORD
756,140,30,170,HDN->SLC
1672,344,88,432,HHH->ATL
824,98,10,108,HLN->DEN
730,106,20,126,HLN->MSP
2418,192,20,212,HLN->SLC
472,58,2,60,HNL->ANC
1274,168,6,174,HNL->ATL
732,100,0,100,HNL->DEN
1464,352,4,356,HNL->DFW
724,138,0,138,HNL->EWR
1404,324,10,334,HNL->IAH
15370,1468,74,1542,HNL->ITO
17490,1640,68,1708,HNL->KOA
1464,432,0,432,HNL->LAS
9926,1970,36,2006,HNL->LAX
21538,1702,138,1840,HNL->LIH
732,118,0,118,HNL->MSP
242,116,0,116,HNL->OAK
24028,1852,474,2326,HNL->OGG
1282,184,6,190,HNL->ORD
1464,246,8,254,HNL->PDX
1828,454,20,474,HNL->PHX
786,214,0,214,HNL->SAN
3286,660,20,680,HNL->SEA
4718,890,54,944,HNL->SFO
732,220,0,220,HNL->SJC
732,90,4,94,HNL->SLC
732,210,0,210,HNL->SMF
132,14,2,16,HNL->SNA
2046,528,40,568,HOU->ABQ
7190,1584,194,1778,HOU->ATL
4620,976,78,1054,HOU->AUS
1472,256,20,276,HOU->BHM
3000,546,36,582,HOU->BNA
2,0,0,0,HOU->BTR
2524,430,36,466,HOU->BWI
3864,816,96,912,HOU->CRP
19532,4158,1014,5172,HOU->DAL
2126,474,28,502,HOU->DEN
4850,946,186,1132,HOU->DFW
2064,520,34,554,HOU->ELP
1446,308,26,334,HOU->FLL
5934,1316,296,1612,HOU->HRL
2682,540,44,584,HOU->JAN
732,162,10,172,HOU->JAX
1888,430,62,492,HOU->JFK
2920,604,38,642,HOU->LAS
2832,618,42,660,HOU->LAX
730,132,8,140,HOU->LIT
1352,292,22,314,HOU->MAF
3506,672,62,734,HOU->MCO
4108,728,96,824,HOU->MDW
7452,1408,230,1638,HOU->MSY
1426,296,26,322,HOU->OAK
2732,530,34,564,HOU->OKC
1318,340,22,362,HOU->PHL
3444,708,102,810,HOU->PHX
842,236,10,246,HOU->SAN
5144,1162,128,1290,HOU->SAT
2696,424,52,476,HOU->STL
2792,550,46,596,HOU->TPA
2600,562,50,612,HOU->TUL
4316,1008,120,1128,HPN->ATL
252,42,12,54,HPN->CVG
1332,212,42,254,HPN->DTW
2,0,0,0,HPN->EWR
2042,520,18,538,HPN->FLL
4,4,0,4,HPN->JFK
2970,652,32,684,HPN->MCO
7252,1778,422,2200,HPN->ORD
2096,620,32,652,HPN->PBI
2,0,0,0,HPN->PIA
2,0,0,0,HPN->PIT
1040,250,12,262,HPN->RSW
120,30,2,32,HPN->TPA
732,110,14,124,HRL->AUS
66,4,4,8,HRL->DAL
5898,1106,264,1370,HRL->HOU
796,120,36,156,HRL->IAH
1350,174,30,204,HRL->SAT
5244,1234,74,1308,HSV->ATL
8,2,0,2,HSV->BHM
26,4,0,4,HSV->CLT
1574,178,26,204,HSV->CVG
1154,190,20,210,HSV->DCA
1306,252,6,258,HSV->DEN
3434,578,100,678,HSV->DFW
1404,234,28,262,HSV->DTW
1452,450,92,542,HSV->IAD
2086,340,40,380,HSV->IAH
144,74,10,84,HSV->LGA
496,46,4,50,HSV->MCO
2158,286,62,348,HSV->MEM
1094,424,74,498,HSV->ORD
2,2,0,2,HSV->TUS
316,22,6,28,HTS->CVG
730,186,6,192,IAD->ABQ
10724,2296,240,2536,IAD->ATL
1262,488,20,508,IAD->AUS
2384,436,110,546,IAD->BDL
490,228,26,254,IAD->BHM
466,184,8,192,IAD->BNA
7692,1818,220,2038,IAD->BOS
258,60,8,68,IAD->BTV
32,14,2,16,IAD->BUF
326,114,2,116,IAD->BUR
3418,1130,164,1294,IAD->CAE
1420,404,80,484,IAD->CHS
2870,858,118,976,IAD->CLE
5524,1770,190,1960,IAD->CLT
1566,278,34,312,IAD->CVG
104,8,0,8,IAD->DAY
2,2,0,2,IAD->DCA
5968,1508,94,1602,IAD->DEN
4018,940,150,1090,IAD->DFW
3368,702,120,822,IAD->DTW
3580,1180,244,1424,IAD->EWR
2348,520,8,528,IAD->FLL
414,112,26,138,IAD->GSO
1364,372,72,444,IAD->GSP
1450,490,76,566,IAD->HSV
2778,786,32,818,IAD->IAH
1502,434,62,496,IAD->JAX
4594,1296,180,1476,IAD->JFK
3246,834,22,856,IAD->LAS
8184,2464,142,2606,IAD->LAX
2210,760,168,928,IAD->LGA
1512,422,8,430,IAD->LGB
626,260,24,284,IAD->MCI
8488,1790,60,1850,IAD->MCO
1968,528,64,592,IAD->MDT
4150,704,32,736,IAD->MDW
1170,286,36,322,IAD->MHT
1150,166,8,174,IAD->MIA
1424,244,4,248,IAD->MSP
826,198,18,216,IAD->MSY
1066,316,48,364,IAD->MYR
1682,498,10,508,IAD->OAK
638,256,12,268,IAD->OKC
5896,1092,258,1350,IAD->ORD
1912,636,38,674,IAD->ORF
28,6,0,6,IAD->PBI
734,196,6,202,IAD->PDX
1214,352,110,462,IAD->PHL
1462,364,16,380,IAD->PHX
1480,466,82,548,IAD->PIT
1022,288,50,338,IAD->PVD
760,234,40,274,IAD->PWM
3358,626,122,748,IAD->RDU
1364,358,82,440,IAD->ROA
984,254,46,300,IAD->ROC
28,2,0,2,IAD->RSW
2662,814,22,836,IAD->SAN
222,86,20,106,IAD->SAT
2016,878,58,936,IAD->SAV
2196,490,16,506,IAD->SEA
6278,1614,140,1754,IAD->SFO
490,172,4,176,IAD->SJC
1414,294,2,296,IAD->SJU
1048,224,4,228,IAD->SLC
730,214,6,220,IAD->SMF
282,134,12,146,IAD->SPI
274,78,0,78,IAD->STT
1306,360,42,402,IAD->SYR
3492,632,24,656,IAD->TPA
224,38,0,38,IAD->TUS
194,46,6,52,IAD->TYS
4522,932,68,1000,IAH->ABQ
684,168,22,190,IAH->AEX
2,0,0,0,IAH->AGS
1614,248,34,282,IAH->AMA
412,104,0,104,IAH->ANC
9978,2530,206,2736,IAH->ATL
7408,1302,102,1404,IAH->AUS
916,156,12,168,IAH->AVL
240,62,0,62,IAH->BDL
4666,902,74,976,IAH->BHM
5094,996,78,1074,IAH->BNA
3644,866,38,904,IAH->BOS
550,90,32,122,IAH->BPT
2930,586,98,684,IAH->BRO
4018,686,162,848,IAH->BTR
3456,604,32,636,IAH->BWI
330,66,4,70,IAH->CAE
916,176,6,182,IAH->CHA
146,46,2,48,IAH->CHS
4294,744,46,790,IAH->CLE
522,102,16,118,IAH->CLL
7418,1616,150,1766,IAH->CLT
