Total,Delayed,Cancelled,Problematic,PathName
3516,540,74,614,MCO->HOU
2968,544,22,566,MCO->HPN
496,42,4,46,MCO->HSV
8188,1372,66,1438,MCO->IAD
4998,746,42,788,MCO->IAH
4612,748,16,764,MCO->IND
4220,644,40,684,MCO->ISP
762,142,2,144,MCO->JAN
4,2,0,2,MCO->JAX
10742,2916,144,3060,MCO->JFK
2154,352,12,364,MCO->LAS
3450,830,22,852,MCO->LAX
78,10,2,12,MCO->LEX
6312,2174,112,2286,MCO->LGA
2,0,0,0,MCO->LIT
2698,390,8,398,MCO->MCI
84,2,0,2,MCO->MDT
7130,1142,114,1256,MCO->MDW
2868,454,6,460,MCO->MEM
3212,464,14,478,MCO->MHT
4390,1516,68,1584,MCO->MIA
1662,364,24,388,MCO->MKE
344,52,0,52,MCO->MLI
3858,754,4,758,MCO->MSP
3136,452,38,490,MCO->MSY
18,0,0,0,MCO->OKC
18,6,0,6,MCO->OMA
7956,2252,126,2378,MCO->ORD
1510,198,8,206,MCO->ORF
2,2,0,2,MCO->PBI
474,120,2,122,MCO->PDX
390,28,6,34,MCO->PFN
724,80,14,94,MCO->PHF
14068,2854,144,2998,MCO->PHL
2076,492,16,508,MCO->PHX
4930,724,16,740,MCO->PIT
730,32,10,42,MCO->PNS
694,152,4,156,MCO->PSE
4298,592,14,606,MCO->PVD
920,150,8,158,MCO->PWM
3310,464,16,480,MCO->RDU
1034,228,2,230,MCO->RIC
1402,224,4,228,MCO->ROC
2828,568,10,578,MCO->RSW
26,16,0,16,MCO->SAN
1488,146,2,148,MCO->SAT
1066,156,2,158,MCO->SDF
1462,390,12,402,MCO->SEA
732,172,12,184,MCO->SFO
4840,1250,28,1278,MCO->SJU
1370,246,2,248,MCO->SLC
4844,852,34,886,MCO->STL
1668,332,12,344,MCO->SWF
780,202,0,202,MCO->SYR
438,24,4,28,MCO->TLH
2,2,0,2,MCO->TPA
18,8,0,8,MCO->TUL
252,14,0,14,MCO->TYS
3578,770,40,810,MDT->ATL
2,0,0,0,MDT->AVP
2,2,0,2,MDT->BWI
116,20,0,20,MDT->CLE
2288,254,26,280,MDT->CLT
2016,266,28,294,MDT->CVG
2,2,0,2,MDT->DCA
548,176,14,190,MDT->DFW
1084,190,10,200,MDT->DTW
1874,354,70,424,MDT->IAD
4,4,0,4,MDT->LGA
84,8,0,8,MDT->MCO
394,54,12,66,MDT->MSP
3196,794,172,966,MDT->ORD
1460,280,6,286,MDW->ABQ
1458,222,24,246,MDW->ALB
6514,1466,124,1590,MDW->ATL
1426,336,8,344,MDW->AUS
2104,426,24,450,MDW->BDL
1452,320,8,328,MDW->BHM
6032,1250,72,1322,MDW->BNA
690,134,6,140,MDW->BOS
2556,536,40,576,MDW->BUF
5552,1038,72,1110,MDW->BWI
5112,1004,98,1102,MDW->CLE
26,8,0,8,MDW->CLT
5288,1004,78,1082,MDW->CMH
8650,1666,82,1748,MDW->DEN
6140,1098,114,1212,MDW->DTW
556,194,40,234,MDW->EWR
3242,570,32,602,MDW->FLL
4104,808,118,926,MDW->HOU
4130,834,46,880,MDW->IAD
2628,622,24,646,MDW->IND
2844,550,32,582,MDW->ISP
1364,340,16,356,MDW->JAN
7664,1576,166,1742,MDW->LAS
4780,1062,74,1136,MDW->LAX
766,164,2,166,MDW->LIT
7770,1840,104,1944,MDW->MCI
7136,1332,98,1430,MDW->MCO
3298,550,36,586,MDW->MHT
266,12,2,14,MDW->MIA
2952,494,78,572,MDW->MSP
782,108,10,118,MDW->MSY
3438,824,44,868,MDW->OAK
4094,828,42,870,MDW->OMA
1462,296,18,314,MDW->ORF
1782,386,14,400,MDW->PDX
5328,1182,128,1310,MDW->PHL
5600,1216,72,1288,MDW->PHX
4074,778,36,814,MDW->PIT
2760,490,18,508,MDW->PVD
2706,566,28,594,MDW->RDU
730,136,6,142,MDW->RNO
2190,392,22,414,MDW->RSW
3416,808,42,850,MDW->SAN
1400,296,14,310,MDW->SAT
3380,758,28,786,MDW->SDF
2662,556,16,572,MDW->SEA
2166,516,22,538,MDW->SFO
1316,304,8,312,MDW->SJC
2006,462,10,472,MDW->SLC
1372,366,12,378,MDW->SMF
1130,224,16,240,MDW->SRQ
7568,1652,174,1826,MDW->STL
4462,736,76,812,MDW->TPA
1454,346,12,358,MDW->TUS
1348,302,24,326,MEI->ATL
9740,2006,190,2196,MEM->ATL
1670,298,38,336,MEM->AUS
98,22,0,22,MEM->BDL
1782,250,22,272,MEM->BHM
2048,308,36,344,MEM->BNA
398,130,20,150,MEM->BOS
1996,292,60,352,MEM->BTR
1566,232,12,244,MEM->BWI
1412,224,44,268,MEM->CAE
1258,176,58,234,MEM->CHA
1418,238,28,266,MEM->CHS
2410,330,36,366,MEM->CLE
5152,1058,62,1120,MEM->CLT
2144,294,34,328,MEM->CMH
234,24,0,24,MEM->COS
2450,296,64,360,MEM->CVG
2086,346,18,364,MEM->DCA
3462,842,24,866,MEM->DEN
4916,894,270,1164,MEM->DFW
1626,268,26,294,MEM->DSM
4410,666,4,670,MEM->DTW
1808,212,58,270,MEM->EVV
2340,1082,68,1150,MEM->EWR
958,282,2,284,MEM->FLL
958,78,56,134,MEM->FSM
2176,332,20,352,MEM->GPT
724,142,14,156,MEM->GRR
2086,356,30,386,MEM->GSO
2176,360,44,404,MEM->GSP
2166,334,52,386,MEM->HSV
6158,1238,142,1380,MEM->IAH
2186,392,28,420,MEM->ICT
2116,382,8,390,MEM->IND
2164,264,54,318,MEM->JAN
1742,320,24,344,MEM->JAX
744,208,6,214,MEM->LAS
2190,654,10,664,MEM->LAX
504,70,4,74,MEM->LEX
3216,1292,60,1352,MEM->LGA
1772,324,24,348,MEM->LIT
1962,274,18,292,MEM->MCI
2864,552,8,560,MEM->MCO
2182,248,70,318,MEM->MGM
1570,392,18,410,MEM->MIA
1488,242,14,256,MEM->MKE
1336,192,30,222,MEM->MLI
2188,360,66,426,MEM->MOB
718,106,16,122,MEM->MSN
5690,974,18,992,MEM->MSP
2008,398,30,428,MEM->MSY
1880,334,30,364,MEM->OKC
1498,296,26,322,MEM->OMA
7538,2114,342,2456,MEM->ORD
482,64,0,64,MEM->ORF
2190,364,36,400,MEM->PFN
2078,504,72,576,MEM->PHL
1634,426,14,440,MEM->PHX
2004,264,20,284,MEM->PIT
2194,328,52,380,MEM->PNS
2124,324,20,344,MEM->RDU
584,124,6,130,MEM->RIC
116,32,0,32,MEM->RSW
218,68,2,70,MEM->SAN
1662,368,2,370,MEM->SAT
1530,140,10,150,MEM->SAV
1572,232,26,258,MEM->SDF
698,274,4,278,MEM->SEA
416,146,0,146,MEM->SFO
2160,298,76,374,MEM->SGF
2188,300,76,376,MEM->SHV
52,18,0,18,MEM->SJU
2098,336,28,364,MEM->STL
2188,346,46,392,MEM->TLH
1722,388,0,388,MEM->TPA
88,18,0,18,MEM->TRI
2188,354,44,398,MEM->TUL
2192,344,22,366,MEM->TYS
2090,352,10,362,MEM->VPS
2082,278,30,308,MEM->XNA
20,4,0,4,MFE->ATL
2882,408,112,520,MFE->DFW
5330,690,116,806,MFE->IAH
730,62,8,70,MFR->DEN
278,28,12,40,MFR->LAS
2,2,0,2,MFR->MOD
2,0,0,0,MFR->OTH
3086,324,48,372,MFR->PDX
608,68,22,90,MFR->PHX
2,0,0,0,MFR->RDD
2,0,0,0,MFR->RDM
2,2,0,2,MFR->SBA
5142,1256,140,1396,MFR->SFO
1448,96,10,106,MFR->SLC
2,0,0,0,MFR->TWF
5028,1124,54,1178,MGM->ATL
492,96,6,102,MGM->IAH
2182,316,80,396,MGM->MEM
1392,544,30,574,MHT->ATL
8,6,0,6,MHT->BOS
7256,1108,48,1156,MHT->BWI
2424,526,46,572,MHT->CLE
1446,146,16,162,MHT->CLT
1554,326,34,360,MHT->CVG
576,38,18,56,MHT->DCA
1692,260,28,288,MHT->DTW
2706,938,144,1082,MHT->EWR
492,36,0,36,MHT->FLL
1168,206,34,240,MHT->IAD
732,126,0,126,MHT->LAS
3210,552,10,562,MHT->MCO
3286,570,22,592,MHT->MDW
2290,618,80,698,MHT->ORD
4730,1114,84,1198,MHT->PHL
730,146,0,146,MHT->PHX
1484,264,2,266,MHT->TPA
13246,3020,162,3182,MIA->ATL
732,268,6,274,MIA->BDL
1462,342,14,356,MIA->BNA
4386,1474,50,1524,MIA->BOS
1858,472,10,482,MIA->BWI
798,166,8,174,MIA->CLE
5940,858,36,894,MIA->CLT
940,134,14,148,MIA->CMH
2090,436,28,464,MIA->CVG
5964,1470,48,1518,MIA->DCA
1618,586,2,588,MIA->DEN
6692,1868,68,1936,MIA->DFW
2456,476,16,492,MIA->DTW
86,28,2,30,MIA->EGE
5746,1864,86,1950,MIA->EWR
2,0,0,0,MIA->FLL
1038,126,20,146,MIA->GSO
1148,282,12,294,MIA->IAD
5468,1126,100,1226,MIA->IAH
422,62,10,72,MIA->IND
434,106,12,118,MIA->JAX
5486,2340,106,2446,MIA->JFK
1574,580,10,590,MIA->LAS
4988,1826,16,1842,MIA->LAX
7174,2850,146,2996,MIA->LGA
130,28,2,30,MIA->MCI
4390,1672,66,1738,MIA->MCO
266,68,0,68,MIA->MDW
1570,274,12,286,MIA->MEM
1814,442,0,442,MIA->MSP
2196,546,48,594,MIA->MSY
6686,2650,94,2744,MIA->ORD
304,114,8,122,MIA->ORF
4406,1328,28,1356,MIA->PHL
732,270,12,282,MIA->PHX
348,44,2,46,MIA->PIT
2196,634,16,650,MIA->RDU
302,66,6,72,MIA->RIC
730,132,8,140,MIA->SDF
732,184,4,188,MIA->SEA
2194,750,26,776,MIA->SFO
5118,2204,124,2328,MIA->SJU
1464,454,10,464,MIA->STL
1464,558,12,570,MIA->STT
698,166,6,172,MIA->STX
1664,214,62,276,MIA->TLH
3658,812,22,834,MIA->TPA
308,54,24,78,MIA->XNA
2,0,0,0,MKE->ABE
7212,1638,182,1820,MKE->ATL
2060,378,66,444,MKE->ATW
2,0,0,0,MKE->AVP
1078,196,20,216,MKE->BDL
2,0,0,0,MKE->BHM
1542,254,24,278,MKE->BNA
416,96,4,100,MKE->BOS
2586,384,34,418,MKE->BWI
4452,690,124,814,MKE->CLE
490,138,12,150,MKE->CLT
2108,434,38,472,MKE->CMH
1680,302,32,334,MKE->CVG
570,128,0,128,MKE->CWA
1216,182,30,212,MKE->DAY
244,74,0,74,MKE->DCA
2898,582,38,620,MKE->DEN
1494,388,40,428,MKE->DFW
1446,296,22,318,MKE->DSM
3810,494,68,562,MKE->DTW
5048,1978,306,2284,MKE->EWR
2,0,0,0,MKE->FAR
86,38,0,38,MKE->FLL
1678,282,22,304,MKE->FNT
1548,332,40,372,MKE->GRB
2488,532,44,576,MKE->GRR
3342,792,76,868,MKE->IAH
1476,256,30,286,MKE->IND
1062,260,10,270,MKE->LAS
710,262,4,266,MKE->LAX
1180,532,12,544,MKE->LGA
4,2,0,2,MKE->MCI
1660,334,26,360,MKE->MCO
1468,258,26,284,MKE->MEM
528,128,2,130,MKE->MKG
714,250,40,290,MKE->MQT
2588,536,88,624,MKE->MSN
6928,1370,120,1490,MKE->MSP
1406,370,36,406,MKE->OMA
7082,1684,566,2250,MKE->ORD
1550,446,64,510,MKE->PHL
1734,322,38,360,MKE->PHX
2164,492,50,542,MKE->PIT
980,218,20,238,MKE->RDU
452,98,14,112,MKE->RSW
212,24,0,24,MKE->SAN
516,86,6,92,MKE->SDF
244,104,0,104,MKE->SEA
230,154,8,162,MKE->SFO
12,2,2,4,MKE->SLC
640,114,10,124,MKE->STL
356,82,6,88,MKE->TPA
4,0,0,0,MKE->TUS
218,84,2,86,MKG->FNT
48,28,0,28,MKG->GRR
526,36,8,44,MKG->MKE
4000,938,86,1024,MLB->ATL
4,0,0,0,MLB->LGA
5184,1074,90,1164,MLI->ATL
1438,294,28,322,MLI->DEN
1174,226,26,252,MLI->DFW
1510,234,28,262,MLI->DTW
102,4,0,4,MLI->LAS
344,64,2,66,MLI->MCO
1338,194,44,238,MLI->MEM
884,120,42,162,MLI->MSP
5160,1278,316,1594,MLI->ORD
1966,462,34,496,MLU->ATL
1932,222,68,290,MLU->DFW
1162,160,46,206,MLU->IAH
4450,1098,92,1190,MOB->ATL
2798,406,102,508,MOB->DFW
2840,440,102,542,MOB->IAH
2188,292,92,384,MOB->MEM
420,142,18,160,MOB->ORD
2,0,0,0,MOD->BFL
1358,138,16,154,MOD->LAX
2,0,0,0,MOD->ONT
2,0,0,0,MOD->RNO
3286,892,156,1048,MOD->SFO
2170,230,24,254,MOT->MSP
644,86,34,120,MQT->GRB
712,126,28,154,MQT->MKE
626,152,18,170,MQT->ORD
730,58,16,74,MRY->DEN
28,4,2,6,MRY->LAS
5516,774,124,898,MRY->LAX
870,72,6,78,MRY->LGB
492,50,2,52,MRY->ONT
1820,210,34,244,MRY->PHX
890,130,8,138,MRY->SAN
4856,1180,208,1388,MRY->SFO
12,4,2,6,MRY->SLC
768,172,24,196,MSN->ATL
2,0,0,0,MSN->ATW
634,188,22,210,MSN->CLE
518,96,10,106,MSN->CVG
574,96,20,116,MSN->DCA
1886,384,34,418,MSN->DEN
1894,390,64,454,MSN->DFW
2,0,0,0,MSN->DSM
3206,396,52,448,MSN->DTW
626,278,38,316,MSN->EWR
1244,398,96,494,MSN->LGA
498,80,24,104,MSN->MCI
718,142,34,176,MSN->MEM
2586,340,80,420,MSN->MKE
2878,446,46,492,MSN->MSP
9886,2326,724,3050,MSN->ORD
2,0,0,0,MSN->RFD
2214,260,20,280,MSO->DEN
378,64,0,64,MSO->MSP
210,64,0,64,MSO->ORD
4,0,0,0,MSO->PIH
24,0,0,0,MSO->SFO
3682,296,28,324,MSO->SLC
1354,322,4,326,MSP->ABQ
114,24,8,32,MSP->ALB
646,100,94,194,MSP->ALO
1652,504,0,504,MSP->ANC
10738,2340,84,2424,MSP->ATL
178,28,2,30,MSP->ATW
108,26,0,26,MSP->AUS
728,114,4,118,MSP->AVL
492,74,40,114,MSP->AZO
1866,374,0,374,MSP->BDL
22,4,0,4,MSP->BGR
1640,298,0,298,MSP->BIL
2104,348,48,396,MSP->BIS
148,8,0,8,MSP->BJI
1562,314,12,326,MSP->BNA
1614,362,0,362,MSP->BOI
3126,794,16,810,MSP->BOS
150,12,2,14,MSP->BTV
458,96,0,96,MSP->BUF
2034,500,8,508,MSP->BWI
1756,456,6,462,MSP->BZN
54,14,0,14,MSP->CHS
824,180,42,222,MSP->CID
3752,612,48,660,MSP->CLE
3628,532,18,550,MSP->CLT
2152,370,12,382,MSP->CMH
636,98,70,168,MSP->CMX
898,200,0,200,MSP->COS
62,10,0,10,MSP->CPR
3520,724,62,786,MSP->CVG
26,12,0,12,MSP->CWA
1384,196,34,230,MSP->DAY
4388,966,26,992,MSP->DCA
10748,2228,50,2278,MSP->DEN
5702,1234,92,1326,MSP->DFW
2580,454,38,492,MSP->DLH
1858,344,22,366,MSP->DSM
10918,1940,20,1960,MSP->DTW
224,94,0,94,MSP->EGE
6288,2324,262,2586,MSP->EWR
410,152,0,152,MSP->FAI
3488,716,46,762,MSP->FAR
418,126,0,126,MSP->FCA
950,232,0,232,MSP->FLL
710,64,16,80,MSP->FNT
3850,788,32,820,MSP->FSD
484,64,6,70,MSP->FWA
1652,430,4,434,MSP->GEG
2742,472,34,506,MSP->GFK
2816,478,40,518,MSP->GRB
3290,692,26,718,MSP->GRR
730,104,10,114,MSP->GSO
390,80,4,84,MSP->GTF
224,58,0,58,MSP->HDN
730,98,8,106,MSP->HLN
732,154,0,154,MSP->HNL
1420,294,4,298,MSP->IAD
4902,1014,70,1084,MSP->IAH
1428,258,14,272,MSP->ICT
672,132,6,138,MSP->IDA
3322,666,10,676,MSP->IND
144,20,2,22,MSP->INL
234,58,0,58,MSP->JAC
402,90,0,90,MSP->JAX
2882,1062,72,1134,MSP->JFK
314,78,6,84,MSP->LAN
4922,1116,12,1128,MSP->LAS
4778,1350,8,1358,MSP->LAX
5446,2208,176,2384,MSP->LGA
314,60,8,68,MSP->LIT
212,22,6,28,MSP->LNK
866,132,24,156,MSP->LSE
218,44,0,44,MSP->MBS
3952,882,32,914,MSP->MCI
3862,838,4,842,MSP->MCO
394,82,14,96,MSP->MDT
2734,450,72,522,MSP->MDW
5102,890,6,896,MSP->MEM
1816,368,0,368,MSP->MIA
7238,1566,120,1686,MSP->MKE
900,140,38,178,MSP->MLI
2170,416,14,430,MSP->MOT
2876,558,40,598,MSP->MSN
378,102,0,102,MSP->MSO
54,8,0,8,MSP->MYR
1084,186,22,208,MSP->OKC
2354,500,16,516,MSP->OMA
18712,4614,776,5390,MSP->ORD
244,70,6,76,MSP->ORF
3002,734,16,750,MSP->PDX
3418,922,24,946,MSP->PHL
7030,1560,32,1592,MSP->PHX
6,2,0,2,MSP->PIR
2012,402,20,422,MSP->PIT
428,106,0,106,MSP->PSP
12,2,0,2,MSP->PVD
84,6,0,6,MSP->PWM
1754,340,34,374,MSP->RAP
1452,290,4,294,MSP->RDU
442,68,24,92,MSP->RHI
678,102,14,116,MSP->RIC
268,58,12,70,MSP->ROC
1762,296,84,380,MSP->RST
1294,310,0,310,MSP->RSW
2660,782,0,782,MSP->SAN
380,102,0,102,MSP->SAT
54,14,0,14,MSP->SAV
730,132,16,148,MSP->SBN
1414,264,24,288,MSP->SDF
4950,1356,32,1388,MSP->SEA
3818,1426,6,1432,MSP->SFO
718,128,34,162,MSP->SGF
1386,338,0,338,MSP->SJC
52,18,0,18,MSP->SJU
4394,866,16,882,MSP->SLC
1618,460,0,460,MSP->SMF
2074,380,0,380,MSP->SNA
2,0,0,0,MSP->SPI
3252,612,52,664,MSP->STL
242,40,18,58,MSP->SUX
2010,446,0,446,MSP->TPA
1434,242,18,260,MSP->TUL
878,188,0,188,MSP->TUS
692,138,18,156,MSP->TVC
730,152,4,156,MSP->TYS
1354,232,28,260,MSP->XNA
9390,1972,184,2156,MSY->ATL
886,108,4,112,MSY->AUS
2024,226,24,250,MSY->BHM
2020,174,32,206,MSY->BNA
508,90,16,106,MSY->BOS
782,40,10,50,MSY->BWI
108,6,4,10,MSY->CLE
3008,358,38,396,MSY->CLT
2,0,0,0,MSY->CMH
386,44,14,58,MSY->CVG
4158,718,54,772,MSY->DAL
860,42,12,54,MSY->DCA
2352,512,32,544,MSY->DEN
5002,1022,188,1210,MSY->DFW
106,12,0,12,MSY->DTW
2258,644,60,704,MSY->EWR
1188,258,14,272,MSY->FLL
7474,1484,240,1724,MSY->HOU
914,208,16,224,MSY->IAD
8514,1402,208,1610,MSY->IAH
20,0,0,0,MSY->IND
944,188,10,198,MSY->JAX
2140,476,56,532,MSY->JFK
1454,260,14,274,MSY->LAS
1856,348,28,376,MSY->LAX
1022,370,26,396,MSY->LGA
922,112,12,124,MSY->MCI
3132,574,38,612,MSY->MCO
780,82,8,90,MSY->MDW
2006,284,28,312,MSY->MEM
2194,448,50,498,MSY->MIA
32,12,0,12,MSY->MSP
2,0,0,0,MSY->OKC
2916,806,104,910,MSY->ORD
2092,430,46,476,MSY->PHL
730,178,6,184,MSY->PHX
944,200,6,206,MSY->RDU
864,124,8,132,MSY->SAT
658,136,16,152,MSY->SLC
2194,432,22,454,MSY->TPA
2,0,0,0,MSY->TWF
74,36,4,40,MTJ->ATL
3182,394,50,444,MTJ->DEN
464,130,8,138,MTJ->DFW
42,10,0,10,MTJ->EWR
522,90,8,98,MTJ->IAH
36,12,0,12,MTJ->LAX
60,30,2,32,MTJ->ORD
458,144,2,146,MTJ->SLC
3708,788,88,876,MYR->ATL
90,18,0,18,MYR->BOS
4432,492,112,604,MYR->CLT
26,2,0,2,MYR->CVG
574,98,8,106,MYR->DTW
468,194,6,200,MYR->EWR
1066,262,56,318,MYR->IAD
2,0,0,0,MYR->ILM
248,80,8,88,MYR->LGA
54,8,0,8,MYR->MSP
2,0,0,0,MYR->PHL
2356,448,56,504,OAJ->ATL
12,6,0,6,OAJ->CLT
2008,274,2,276,OAK->ABQ
176,26,0,26,OAK->ATL
472,36,0,36,OAK->AUS
726,120,0,120,OAK->BNA
1334,218,0,218,OAK->BOI
1036,200,14,214,OAK->BOS
10840,1490,212,1702,OAK->BUR
6202,1064,90,1154,OAK->DEN
1450,196,44,240,OAK->DFW
26,8,0,8,OAK->FLL
1452,242,10,252,OAK->GEG
242,38,0,38,OAK->HNL
1422,172,26,198,OAK->HOU
1682,272,12,284,OAK->IAD
1442,178,0,178,OAK->IAH
2354,516,34,550,OAK->JFK
8,0,0,0,OAK->KOA
9284,1406,154,1560,OAK->LAS
15156,2388,386,2774,OAK->LAX
3264,366,20,386,OAK->LGB
1368,152,2,154,OAK->MCI
3440,484,36,520,OAK->MDW
120,4,4,8,OAK->OGG
7402,1028,84,1112,OAK->ONT
118,42,4,46,OAK->ORD
4964,790,62,852,OAK->PDX
8426,1024,132,1156,OAK->PHX
2662,420,8,428,OAK->RNO
11702,1732,322,2054,OAK->SAN
10094,1436,168,1604,OAK->SEA
6292,804,48,852,OAK->SLC
2,0,2,2,OAK->SMF
7290,842,54,896,OAK->SNA
614,42,0,42,OAK->TUS
54,0,2,2,OGG->ANC
326,38,4,42,OGG->DEN
732,162,4,166,OGG->DFW
24766,1974,492,2466,OGG->HNL
732,24,0,24,OGG->ITO
2758,292,4,296,OGG->KOA
4116,610,18,628,OGG->LAX
120,6,0,6,OGG->LIH
120,28,4,32,OGG->OAK
732,124,0,124,OGG->PDX
1172,172,18,190,OGG->PHX
560,72,0,72,OGG->SAN
1066,160,10,170,OGG->SEA
1864,364,14,378,OGG->SFO
522,40,4,44,OGG->SLC
120,20,0,20,OGG->SMF
120,20,0,20,OGG->SNA
462,22,0,22,OKC->ABQ
3768,916,56,972,OKC->ATL
174,42,0,42,OKC->AUS
2,2,0,2,OKC->BMI
732,44,0,44,OKC->BWI
42,2,0,2,OKC->CLE
1538,146,24,170,OKC->CVG
3374,576,18,594,OKC->DAL
5696,870,52,922,OKC->DEN
5690,832,156,988,OKC->DFW
1208,168,14,182,OKC->DTW
722,82,16,98,OKC->EWR
2706,496,58,554,OKC->HOU
10,2,0,2,OKC->IAD
5270,864,98,962,OKC->IAH
942,186,2,188,OKC->LAS
1000,194,2,196,OKC->LAX
2288,308,6,314,OKC->MCI
18,2,0,2,OKC->MCO
1766,346,44,390,OKC->MEM
1234,248,28,276,OKC->MSP
462,92,2,94,OKC->ONT
4076,1202,188,1390,OKC->ORD
3026,488,22,510,OKC->PHX
604,118,0,118,OKC->SAN
178,26,0,26,OKC->SAT
1486,192,4,196,OKC->SLC
452,124,0,124,OKC->SMF
1376,184,0,184,OKC->STL
2,2,0,2,OKC->TUL
2,0,0,0,OMA->ABQ
3462,790,44,834,OMA->ATL
2,0,0,0,OMA->ATW
2,2,0,2,OMA->BHM
856,128,12,140,OMA->CLE
2,0,0,0,OMA->COS
2004,254,22,276,OMA->CVG
6462,1204,54,1258,OMA->DEN
3496,540,92,632,OMA->DFW
2,0,0,0,OMA->DSM
2648,462,82,544,OMA->DTW
2160,712,140,852,OMA->EWR
2,0,0,0,OMA->GRB
4198,846,70,916,OMA->IAH
2166,350,4,354,OMA->LAS
2,0,0,0,OMA->LNK
18,0,0,0,OMA->MCO
4090,602,28,630,OMA->MDW
1526,330,24,354,OMA->MEM
1402,266,36,302,OMA->MKE
2326,370,24,394,OMA->MSP
608,90,6,96,OMA->ONT
8090,2156,282,2438,OMA->ORD
4134,540,20,560,OMA->PHX
628,178,2,180,OMA->SAN
1218,150,2,152,OMA->SLC
2066,240,6,246,OMA->STL
442,26,2,28,OMA->TUS
1458,224,74,298,OME->ANC
722,122,36,158,OME->OTZ
886,162,0,162,ONT->ABQ
1594,270,8,278,ONT->ATL
608,188,0,188,ONT->AUS
730,76,0,76,ONT->BNA
942,122,4,126,ONT->BOI
916,154,0,154,ONT->COS
3088,552,34,586,ONT->DEN
3484,474,76,550,ONT->DFW
764,118,0,118,ONT->ELP
476,72,0,72,ONT->FAT
880,148,0,148,ONT->GEG
2,0,0,0,ONT->GJT
2186,248,16,264,ONT->IAH
496,108,16,124,ONT->JFK
6988,1182,30,1212,ONT->LAS
48,22,4,26,ONT->LAX
604,204,2,206,ONT->MCI
492,44,2,46,ONT->MRY
7394,1158,88,1246,ONT->OAK
462,92,0,92,ONT->OKC
606,200,2,202,ONT->OMA
120,46,2,48,ONT->PDX
11256,1222,122,1344,ONT->PHX
546,36,4,40,ONT->RNO
4,2,2,4,ONT->SAN
878,226,0,226,ONT->SAT
2686,446,24,470,ONT->SEA
3198,880,98,978,ONT->SFO
5484,744,48,792,ONT->SJC
3316,358,8,366,ONT->SLC
7606,1050,82,1132,ONT->SMF
456,110,0,110,ONT->TUL
948,158,4,162,ONT->TUS
2852,892,148,1040,ORD->ABE
1508,522,34,556,ORD->ABQ
3264,832,96,928,ORD->ALB
1122,426,12,438,ORD->ANC
620,220,34,254,ORD->ASE
14898,4268,560,4828,ORD->ATL
4576,1206,386,1592,ORD->ATW
5030,1586,180,1766,ORD->AUS
1436,488,98,586,ORD->AVP
4700,984,402,1386,ORD->AZO
6670,1898,222,2120,ORD->BDL
3022,914,122,1036,ORD->BHM
210,50,2,52,ORD->BIL
4010,1140,316,1456,ORD->BMI
7810,2438,296,2734,ORD->BNA
1572,574,38,612,ORD->BOI
14266,4174,672,4846,ORD->BOS
430,134,26,160,ORD->BTR
1476,428,24,452,ORD->BTV
6874,1784,262,2046,ORD->BUF
7104,1818,200,2018,ORD->BWI
672,210,4,214,ORD->BZN
2746,990,152,1142,ORD->CAE
2094,602,160,762,ORD->CAK
1534,432,86,518,ORD->CHA
2674,816,94,910,ORD->CHS
8308,2086,510,2596,ORD->CID
9134,2606,370,2976,ORD->CLE
12026,3218,318,3536,ORD->CLT
9328,2848,304,3152,ORD->CMH
4808,1418,272,1690,ORD->CMI
3050,1082,86,1168,ORD->COS
268,86,4,90,ORD->CPR
1416,418,54,472,ORD->CRW
11986,2892,760,3652,ORD->CVG
3430,956,222,1178,ORD->CWA
